acc,auc,dataset,fold,framework,id,info,logloss,metric_error,metric_score,mode,models,params,problem_type,seed,tag,time_train_s,utc,version
0.815166,0.81716,kc1,5,orig_H2OAutoML_4h,openml.org/t/3917,,,0.18284,0.81716,aws.docker,87.0,,binary,2690003684,stable,9639.7,2019-04-16T12:51:37,3.24.0.1
0.834123,0.843037,kc1,6,orig_H2OAutoML_4h,openml.org/t/3917,,,0.15696299999999996,0.843037,aws.docker,103.0,,binary,2690003685,stable,9647.4,2019-04-16T13:02:01,3.24.0.1
0.853081,0.8723190000000001,kc1,8,orig_H2OAutoML_4h,openml.org/t/3917,,,0.12768099999999993,0.8723190000000001,aws.docker,85.0,,binary,2690003687,stable,9668.1,2019-04-16T13:05:30,3.24.0.1
0.809524,0.794417,kc1,9,orig_H2OAutoML_4h,openml.org/t/3917,,,0.20558299999999996,0.794417,aws.docker,97.0,,binary,2690003688,stable,9642.4,2019-04-16T13:38:21,3.24.0.1
0.99375,0.999843,kr-vs-kp,0,orig_H2OAutoML_4h,openml.org/t/3,,,0.00015699999999996272,0.999843,aws.docker,526.0,,binary,2690003679,stable,12737.8,2019-04-16T14:36:48,3.24.0.1
0.9875,0.999726,kr-vs-kp,1,orig_H2OAutoML_4h,openml.org/t/3,,,0.00027399999999999647,0.999726,aws.docker,501.0,,binary,2690003680,stable,12752.3,2019-04-16T14:47:07,3.24.0.1
0.996875,0.999217,kr-vs-kp,2,orig_H2OAutoML_4h,openml.org/t/3,,,0.0007829999999999782,0.999217,aws.docker,481.0,,binary,2690003681,stable,12427.6,2019-04-16T15:00:10,3.24.0.1
1.0,1.0,kr-vs-kp,3,orig_H2OAutoML_4h,openml.org/t/3,,,0.0,1.0,aws.docker,547.0,,binary,2690003682,stable,12771.6,2019-04-16T15:43:34,3.24.0.1
1.0,1.0,kr-vs-kp,4,orig_H2OAutoML_4h,openml.org/t/3,,,0.0,1.0,aws.docker,538.0,,binary,2690003683,stable,12740.7,2019-04-16T16:02:29,3.24.0.1
0.9937299999999999,0.9999610000000001,kr-vs-kp,6,orig_H2OAutoML_4h,openml.org/t/3,,,3.8999999999900226e-05,0.9999610000000001,aws.docker,508.0,,binary,2690003685,stable,12727.8,2019-04-16T16:27:28,3.24.0.1
1.0,1.0,kr-vs-kp,5,orig_H2OAutoML_4h,openml.org/t/3,,,0.0,1.0,aws.docker,552.0,,binary,2690003684,stable,12735.5,2019-04-16T16:28:14,3.24.0.1
0.9937299999999999,0.999251,kr-vs-kp,7,orig_H2OAutoML_4h,openml.org/t/3,,,0.0007489999999999997,0.999251,aws.docker,501.0,,binary,2690003686,stable,12777.5,2019-04-16T16:39:35,3.24.0.1
0.996865,1.0,kr-vs-kp,8,orig_H2OAutoML_4h,openml.org/t/3,,,0.0,1.0,aws.docker,581.0,,binary,2690003687,stable,12805.2,2019-04-16T16:42:58,3.24.0.1
1.0,1.0,kr-vs-kp,9,orig_H2OAutoML_4h,openml.org/t/3,,,0.0,1.0,aws.docker,547.0,,binary,2690003688,stable,12720.6,2019-04-16T17:14:46,3.24.0.1
0.97,,mfeat-factors,0,orig_H2OAutoML_4h,openml.org/t/12,,0.117852,0.117852,0.117852,aws.docker,130.0,,multiclass,2690003679,stable,12791.3,2019-04-16T18:14:30,3.24.0.1
0.975,,mfeat-factors,1,orig_H2OAutoML_4h,openml.org/t/12,,0.145037,0.145037,0.145037,aws.docker,116.0,,multiclass,2690003680,stable,12806.2,2019-04-16T18:24:41,3.24.0.1
0.98,,mfeat-factors,2,orig_H2OAutoML_4h,openml.org/t/12,,0.101329,0.101329,0.101329,aws.docker,145.0,,multiclass,2690003681,stable,12819.1,2019-04-16T18:38:08,3.24.0.1
0.965,,mfeat-factors,3,orig_H2OAutoML_4h,openml.org/t/12,,0.18095799999999998,0.18095799999999998,0.18095799999999998,aws.docker,126.0,,multiclass,2690003682,stable,12804.0,2019-04-16T19:21:12,3.24.0.1
0.97,,mfeat-factors,4,orig_H2OAutoML_4h,openml.org/t/12,,0.12394300000000001,0.12394300000000001,0.12394300000000001,aws.docker,139.0,,multiclass,2690003683,stable,12817.6,2019-04-16T19:40:44,3.24.0.1
0.96,,mfeat-factors,7,orig_H2OAutoML_4h,openml.org/t/12,,0.108098,0.108098,0.108098,aws.docker,90.0,,multiclass,2690003686,stable,12010.7,2019-04-16T20:03:31,3.24.0.1
0.975,,mfeat-factors,5,orig_H2OAutoML_4h,openml.org/t/12,,0.09100130000000001,0.09100130000000001,0.09100130000000001,aws.docker,144.0,,multiclass,2690003684,stable,12813.5,2019-04-16T20:04:45,3.24.0.1
0.985,,mfeat-factors,6,orig_H2OAutoML_4h,openml.org/t/12,,0.0569836,0.0569836,0.0569836,aws.docker,115.0,,multiclass,2690003685,stable,12810.5,2019-04-16T20:06:38,3.24.0.1
0.98,,mfeat-factors,8,orig_H2OAutoML_4h,openml.org/t/12,,0.0945957,0.0945957,0.0945957,aws.docker,138.0,,multiclass,2690003687,stable,12860.9,2019-04-16T20:21:36,3.24.0.1
0.985,,mfeat-factors,9,orig_H2OAutoML_4h,openml.org/t/12,,0.0468869,0.0468869,0.0468869,aws.docker,149.0,,multiclass,2690003688,stable,12803.4,2019-04-16T20:53:07,3.24.0.1
0.900185,0.967319,phoneme,0,orig_H2OAutoML_4h,openml.org/t/9952,,,0.03268099999999996,0.967319,aws.docker,239.0,,binary,2690003679,stable,10297.4,2019-04-16T21:10:31,3.24.0.1
0.926063,0.9806379999999999,phoneme,1,orig_H2OAutoML_4h,openml.org/t/9952,,,0.0193620000000001,0.9806379999999999,aws.docker,821.0,,binary,2690003680,stable,10778.4,2019-04-16T21:28:36,3.24.0.1
0.865065,0.9616549999999999,phoneme,2,orig_H2OAutoML_4h,openml.org/t/9952,,,0.038345000000000073,0.9616549999999999,aws.docker,421.0,,binary,2690003681,stable,10346.1,2019-04-16T21:34:35,3.24.0.1
0.868762,0.961951,phoneme,3,orig_H2OAutoML_4h,openml.org/t/9952,,,0.038049,0.961951,aws.docker,601.0,,binary,2690003682,stable,10534.6,2019-04-16T22:21:16,3.24.0.1
0.8888889999999999,0.9498139999999999,phoneme,4,orig_H2OAutoML_4h,openml.org/t/9952,,,0.050186000000000064,0.9498139999999999,aws.docker,168.0,,binary,2690003683,stable,9858.3,2019-04-16T22:29:46,3.24.0.1
0.924074,0.98146,phoneme,6,orig_H2OAutoML_4h,openml.org/t/9952,,,0.01854,0.98146,aws.docker,382.0,,binary,2690003685,stable,10174.5,2019-04-16T22:58:19,3.24.0.1
0.922222,0.977301,phoneme,5,orig_H2OAutoML_4h,openml.org/t/9952,,,0.022699000000000025,0.977301,aws.docker,472.0,,binary,2690003684,stable,10311.0,2019-04-16T23:00:11,3.24.0.1
0.916667,0.970691,phoneme,7,orig_H2OAutoML_4h,openml.org/t/9952,,,0.02930900000000003,0.970691,aws.docker,610.0,,binary,2690003686,stable,10796.1,2019-04-16T23:10:38,3.24.0.1
0.8888889999999999,0.9588639999999999,phoneme,8,orig_H2OAutoML_4h,openml.org/t/9952,,,0.04113600000000006,0.9588639999999999,aws.docker,436.0,,binary,2690003687,stable,10404.4,2019-04-16T23:19:20,3.24.0.1
0.8925930000000001,0.968834,phoneme,9,orig_H2OAutoML_4h,openml.org/t/9952,,,0.031166000000000027,0.968834,aws.docker,420.0,,binary,2690003688,stable,10184.6,2019-04-16T23:46:47,3.24.0.1
0.9870129999999999,,segment,0,orig_H2OAutoML_4h,openml.org/t/146822,,0.0745284,0.0745284,0.0745284,aws.docker,294.0,,multiclass,2690003679,stable,12834.5,2019-04-17T00:48:35,3.24.0.1
0.982684,,segment,1,orig_H2OAutoML_4h,openml.org/t/146822,,0.0346394,0.0346394,0.0346394,aws.docker,245.0,,multiclass,2690003680,stable,12144.7,2019-04-17T00:55:52,3.24.0.1
0.9870129999999999,,segment,2,orig_H2OAutoML_4h,openml.org/t/146822,,0.039172399999999996,0.039172399999999996,0.039172399999999996,aws.docker,357.0,,multiclass,2690003681,stable,12803.9,2019-04-17T01:12:41,3.24.0.1
0.9870129999999999,,segment,3,orig_H2OAutoML_4h,openml.org/t/146822,,0.022763,0.022763,0.022763,aws.docker,228.0,,multiclass,2690003682,stable,11785.0,2019-04-17T01:42:08,3.24.0.1
1.0,,segment,4,orig_H2OAutoML_4h,openml.org/t/146822,,0.00658176,0.00658176,0.00658176,aws.docker,269.0,,multiclass,2690003683,stable,12097.8,2019-04-17T01:55:13,3.24.0.1
0.9870129999999999,,segment,6,orig_H2OAutoML_4h,openml.org/t/146822,,0.0421332,0.0421332,0.0421332,aws.docker,275.0,,multiclass,2690003685,stable,12169.4,2019-04-17T02:27:15,3.24.0.1
0.9740260000000001,,segment,5,orig_H2OAutoML_4h,openml.org/t/146822,,0.06398279999999999,0.06398279999999999,0.06398279999999999,aws.docker,296.0,,multiclass,2690003684,stable,12382.4,2019-04-17T02:29:17,3.24.0.1
0.9696969999999999,,segment,7,orig_H2OAutoML_4h,openml.org/t/146822,,0.0882067,0.0882067,0.0882067,aws.docker,289.0,,multiclass,2690003686,stable,12689.8,2019-04-17T02:46:25,3.24.0.1
0.9956709999999999,,segment,8,orig_H2OAutoML_4h,openml.org/t/146822,,0.015876400000000002,0.015876400000000002,0.015876400000000002,aws.docker,343.0,,multiclass,2690003687,stable,12832.8,2019-04-17T02:57:38,3.24.0.1
0.9870129999999999,,segment,9,orig_H2OAutoML_4h,openml.org/t/146822,,0.08633239999999999,0.08633239999999999,0.08633239999999999,aws.docker,278.0,,multiclass,2690003688,stable,12202.6,2019-04-17T03:14:28,3.24.0.1
0.945419,0.9856969999999999,sylvine,0,orig_H2OAutoML_4h,openml.org/t/168912,,,0.014303000000000066,0.9856969999999999,aws.docker,125.0,,binary,2690003679,stable,9947.1,2019-04-17T03:39:40,3.24.0.1
0.955166,0.990698,sylvine,1,orig_H2OAutoML_4h,openml.org/t/168912,,,0.009302000000000032,0.990698,aws.docker,183.0,,binary,2690003680,stable,10097.5,2019-04-17T03:48:02,3.24.0.1
0.922027,0.989892,sylvine,2,orig_H2OAutoML_4h,openml.org/t/168912,,,0.010108000000000006,0.989892,aws.docker,231.0,,binary,2690003681,stable,10217.4,2019-04-17T04:07:23,3.24.0.1
0.925781,0.9916379999999999,sylvine,4,orig_H2OAutoML_4h,openml.org/t/168912,,,0.008362000000000092,0.9916379999999999,aws.docker,280.0,,binary,2690003683,stable,10370.3,2019-04-17T04:51:57,3.24.0.1
0.8927879999999999,0.991352,sylvine,3,orig_H2OAutoML_4h,openml.org/t/168912,,,0.008647999999999989,0.991352,aws.docker,460.0,,binary,2690003682,stable,11143.8,2019-04-17T04:51:54,3.24.0.1
0.9511719999999999,0.986084,sylvine,5,orig_H2OAutoML_4h,openml.org/t/168912,,,0.01391600000000004,0.986084,aws.docker,180.0,,binary,2690003684,stable,10153.3,2019-04-17T05:20:07,3.24.0.1
0.925781,0.9846799999999999,sylvine,7,orig_H2OAutoML_4h,openml.org/t/168912,,,0.015320000000000111,0.9846799999999999,aws.docker,118.0,,binary,2690003686,stable,9938.6,2019-04-17T05:36:11,3.24.0.1
0.8164060000000001,0.987625,sylvine,6,orig_H2OAutoML_4h,openml.org/t/168912,,,0.012375000000000025,0.987625,aws.docker,690.0,,binary,2690003685,stable,11674.1,2019-04-17T05:47:57,3.24.0.1
0.957031,0.993713,sylvine,8,orig_H2OAutoML_4h,openml.org/t/168912,,,0.0062870000000000426,0.993713,aws.docker,125.0,,binary,2690003687,stable,9948.7,2019-04-17T05:47:39,3.24.0.1
0.7285159999999999,0.9917299999999999,sylvine,9,orig_H2OAutoML_4h,openml.org/t/168912,,,0.00827000000000011,0.9917299999999999,aws.docker,836.0,,binary,2690003688,stable,12734.7,2019-04-17T06:51:20,3.24.0.1
0.847059,,vehicle,0,orig_H2OAutoML_4h,openml.org/t/53,,0.30845,0.30845,0.30845,aws.docker,157.0,,multiclass,2690003679,stable,9725.3,2019-04-17T06:26:11,3.24.0.1
0.811765,,vehicle,1,orig_H2OAutoML_4h,openml.org/t/53,,0.425782,0.425782,0.425782,aws.docker,145.0,,multiclass,2690003680,stable,9695.9,2019-04-17T06:33:36,3.24.0.1
0.8352940000000001,,vehicle,2,orig_H2OAutoML_4h,openml.org/t/53,,0.355157,0.355157,0.355157,aws.docker,145.0,,multiclass,2690003681,stable,9698.8,2019-04-17T06:53:27,3.24.0.1
0.776471,,vehicle,3,orig_H2OAutoML_4h,openml.org/t/53,,0.410839,0.410839,0.410839,aws.docker,134.0,,multiclass,2690003682,stable,9683.2,2019-04-17T07:37:49,3.24.0.1
0.8235290000000001,,vehicle,4,orig_H2OAutoML_4h,openml.org/t/53,,0.270609,0.270609,0.270609,aws.docker,143.0,,multiclass,2690003683,stable,9681.0,2019-04-17T07:37:44,3.24.0.1
0.8705879999999999,,vehicle,5,orig_H2OAutoML_4h,openml.org/t/53,,0.220725,0.220725,0.220725,aws.docker,158.0,,multiclass,2690003684,stable,9729.8,2019-04-17T08:06:19,3.24.0.1
0.833333,,vehicle,6,orig_H2OAutoML_4h,openml.org/t/53,,0.32603000000000004,0.32603000000000004,0.32603000000000004,aws.docker,206.0,,multiclass,2690003685,stable,9751.5,2019-04-17T08:23:25,3.24.0.1
0.8452379999999999,,vehicle,7,orig_H2OAutoML_4h,openml.org/t/53,,0.326374,0.326374,0.326374,aws.docker,178.0,,multiclass,2690003686,stable,9737.9,2019-04-17T08:34:11,3.24.0.1
0.8452379999999999,,vehicle,8,orig_H2OAutoML_4h,openml.org/t/53,,0.291479,0.291479,0.291479,aws.docker,177.0,,multiclass,2690003687,stable,9759.4,2019-04-17T08:34:29,3.24.0.1
0.797619,,vehicle,9,orig_H2OAutoML_4h,openml.org/t/53,,0.425466,0.425466,0.425466,aws.docker,151.0,,multiclass,2690003688,stable,9692.8,2019-04-17T09:11:47,3.24.0.1
0.8405799999999999,0.9312389999999999,Australian,3,orig_TPOT_4h,openml.org/t/146818,,,0.06876100000000007,0.9312389999999999,aws.docker,55185.0,,binary,948913244,stable,14402.5,2019-04-15T12:22:27,0.9.6
0.8550719999999999,0.928693,Australian,2,orig_TPOT_4h,openml.org/t/146818,,,0.07130700000000001,0.928693,aws.docker,27251.0,,binary,948913243,stable,14404.8,2019-04-15T12:22:23,0.9.6
0.8550719999999999,0.9456709999999999,Australian,4,orig_TPOT_4h,openml.org/t/146818,,,0.05432900000000007,0.9456709999999999,aws.docker,23542.0,,binary,948913245,stable,14408.0,2019-04-15T12:22:48,0.9.6
0.913043,0.983022,Australian,5,orig_TPOT_4h,openml.org/t/146818,,,0.01697800000000005,0.983022,aws.docker,76660.0,,binary,948913246,stable,14402.5,2019-04-15T12:22:30,0.9.6
0.8695649999999999,0.934635,Australian,0,orig_TPOT_4h,openml.org/t/146818,,,0.065365,0.934635,aws.docker,60641.0,,binary,948913241,stable,14402.2,2019-04-15T12:22:10,0.9.6
0.8550719999999999,0.904075,Australian,6,orig_TPOT_4h,openml.org/t/146818,,,0.09592500000000004,0.904075,aws.docker,42372.0,,binary,948913247,stable,14401.9,2019-04-15T12:23:15,0.9.6
0.898551,0.9418799999999999,Australian,7,orig_TPOT_4h,openml.org/t/146818,,,0.05812000000000006,0.9418799999999999,aws.docker,71465.0,,binary,948913248,stable,14400.9,2019-04-15T12:22:53,0.9.6
0.8550719999999999,0.9083190000000001,Australian,1,orig_TPOT_4h,openml.org/t/146818,,,0.0916809999999999,0.9083190000000001,aws.docker,63028.0,,binary,948913242,stable,14401.2,2019-04-15T12:22:20,0.9.6
0.884058,0.959829,Australian,8,orig_TPOT_4h,openml.org/t/146818,,,0.04017099999999996,0.959829,aws.docker,29074.0,,binary,948913249,stable,14418.3,2019-04-15T12:23:06,0.9.6
0.8405799999999999,0.9247860000000001,Australian,9,orig_TPOT_4h,openml.org/t/146818,,,0.07521399999999989,0.9247860000000001,aws.docker,27329.0,,binary,948913250,stable,14514.7,2019-04-15T12:25:12,0.9.6
0.826667,0.765595,blood-transfusion,6,orig_TPOT_4h,openml.org/t/10101,,,0.23440499999999997,0.765595,aws.docker,49783.0,,binary,948913247,stable,14413.2,2019-04-15T16:35:35,0.9.6
0.77027,0.737358,blood-transfusion,8,orig_TPOT_4h,openml.org/t/10101,,,0.26264200000000004,0.737358,aws.docker,54336.0,,binary,948913249,stable,14412.5,2019-04-15T16:35:51,0.9.6
0.76,0.805068,blood-transfusion,4,orig_TPOT_4h,openml.org/t/10101,,,0.194932,0.805068,aws.docker,50953.0,,binary,948913245,stable,14403.2,2019-04-15T16:35:20,0.9.6
0.706667,0.6695909999999999,blood-transfusion,2,orig_TPOT_4h,openml.org/t/10101,,,0.33040900000000006,0.6695909999999999,aws.docker,70682.0,,binary,948913243,stable,14403.4,2019-04-15T16:35:29,0.9.6
0.77027,0.76935,blood-transfusion,9,orig_TPOT_4h,openml.org/t/10101,,,0.23065000000000002,0.76935,aws.docker,42660.0,,binary,948913250,stable,14408.6,2019-04-15T16:35:30,0.9.6
0.76,0.781676,blood-transfusion,1,orig_TPOT_4h,openml.org/t/10101,,,0.21832399999999996,0.781676,aws.docker,34625.0,,binary,948913242,stable,14416.1,2019-04-15T16:35:22,0.9.6
0.773333,0.565789,blood-transfusion,3,orig_TPOT_4h,openml.org/t/10101,,,0.434211,0.565789,aws.docker,72437.0,,binary,948913244,stable,14409.5,2019-04-15T16:35:18,0.9.6
0.8,0.7119880000000001,blood-transfusion,7,orig_TPOT_4h,openml.org/t/10101,,,0.28801199999999993,0.7119880000000001,aws.docker,69774.0,,binary,948913248,stable,14404.9,2019-04-15T16:35:42,0.9.6
0.773333,0.527778,blood-transfusion,5,orig_TPOT_4h,openml.org/t/10101,,,0.47222200000000003,0.527778,aws.docker,57615.0,,binary,948913246,stable,14402.3,2019-04-15T16:35:34,0.9.6
0.76,0.736355,blood-transfusion,0,orig_TPOT_4h,openml.org/t/10101,,,0.263645,0.736355,aws.docker,50630.0,,binary,948913241,stable,14406.6,2019-04-15T16:35:15,0.9.6
1.0,,car,8,orig_TPOT_4h,openml.org/t/146821,,0.000195568,0.000195568,0.000195568,aws.docker,22515.0,,multiclass,948913249,stable,14405.8,2019-04-15T20:39:44,0.9.6
1.0,,car,7,orig_TPOT_4h,openml.org/t/146821,,0.000234206,0.000234206,0.000234206,aws.docker,18228.0,,multiclass,948913248,stable,14410.8,2019-04-15T20:39:45,0.9.6
1.0,,car,4,orig_TPOT_4h,openml.org/t/146821,,0.000323142,0.000323142,0.000323142,aws.docker,7947.0,,multiclass,948913245,stable,14404.0,2019-04-15T20:39:51,0.9.6
1.0,,car,5,orig_TPOT_4h,openml.org/t/146821,,0.000594736,0.000594736,0.000594736,aws.docker,12941.0,,multiclass,948913246,stable,14411.6,2019-04-15T20:39:51,0.9.6
1.0,,car,3,orig_TPOT_4h,openml.org/t/146821,,0.00060502,0.00060502,0.00060502,aws.docker,2439.0,,multiclass,948913244,stable,14416.7,2019-04-15T20:40:05,0.9.6
1.0,,car,1,orig_TPOT_4h,openml.org/t/146821,,0.000415161,0.000415161,0.000415161,aws.docker,14774.0,,multiclass,948913242,stable,14413.7,2019-04-15T20:40:06,0.9.6
1.0,,car,2,orig_TPOT_4h,openml.org/t/146821,,0.000286498,0.000286498,0.000286498,aws.docker,13586.0,,multiclass,948913243,stable,14413.6,2019-04-15T20:40:09,0.9.6
1.0,,car,6,orig_TPOT_4h,openml.org/t/146821,,0.00022423700000000001,0.00022423700000000001,0.00022423700000000001,aws.docker,11562.0,,multiclass,948913247,stable,14416.1,2019-04-15T20:40:07,0.9.6
1.0,,car,0,orig_TPOT_4h,openml.org/t/146821,,0.00020245200000000002,0.00020245200000000002,0.00020245200000000002,aws.docker,9277.0,,multiclass,948913241,stable,14609.5,2019-04-15T20:43:12,0.9.6
1.0,,car,9,orig_TPOT_4h,openml.org/t/146821,,3.2119e-15,3.2119e-15,3.2119e-15,aws.docker,17741.0,,multiclass,948913250,stable,14596.9,2019-04-15T20:43:19,0.9.6
0.752768,0.844583,christine,0,orig_TPOT_4h,openml.org/t/168908,,,0.15541700000000003,0.844583,aws.docker,522.0,,binary,948913241,stable,14449.5,2019-04-16T00:45:03,0.9.6
0.730627,0.8160430000000001,christine,7,orig_TPOT_4h,openml.org/t/168908,,,0.18395699999999993,0.8160430000000001,aws.docker,384.0,,binary,948913248,stable,14501.6,2019-04-16T00:47:27,0.9.6
0.747232,0.8238719999999999,christine,1,orig_TPOT_4h,openml.org/t/168908,,,0.17612800000000006,0.8238719999999999,aws.docker,377.0,,binary,948913242,stable,14605.4,2019-04-16T00:47:39,0.9.6
0.769373,0.836808,christine,3,orig_TPOT_4h,openml.org/t/168908,,,0.163192,0.836808,aws.docker,514.0,,binary,948913244,stable,14575.9,2019-04-16T00:47:38,0.9.6
0.714022,0.7966260000000001,christine,4,orig_TPOT_4h,openml.org/t/168908,,,0.20337399999999994,0.7966260000000001,aws.docker,446.0,,binary,948913245,stable,14678.3,2019-04-16T00:49:52,0.9.6
0.739372,0.81517,christine,8,orig_TPOT_4h,openml.org/t/168908,,,0.18483000000000005,0.81517,aws.docker,345.0,,binary,948913249,stable,14496.1,2019-04-16T00:49:49,0.9.6
0.695009,0.772256,christine,9,orig_TPOT_4h,openml.org/t/168908,,,0.22774399999999995,0.772256,aws.docker,303.0,,binary,948913250,stable,14642.7,2019-04-16T00:52:26,0.9.6
0.752768,0.823831,christine,5,orig_TPOT_4h,openml.org/t/168908,,,0.17616900000000002,0.823831,aws.docker,300.0,,binary,948913246,stable,14893.0,2019-04-16T00:53:27,0.9.6
0.7730630000000001,0.8415600000000001,christine,2,orig_TPOT_4h,openml.org/t/168908,,,0.15843999999999991,0.8415600000000001,aws.docker,411.0,,binary,948913243,stable,15407.7,2019-04-16T01:00:57,0.9.6
0.749077,0.8245120000000001,christine,6,orig_TPOT_4h,openml.org/t/168908,,,0.17548799999999987,0.8245120000000001,aws.docker,365.0,{'_attempt': 2},binary,898692591,stable,15665.7,2019-04-25T13:42:24,0.9.6
0.935185,,cnae-9,3,orig_TPOT_4h,openml.org/t/9981,,0.324762,0.324762,0.324762,aws.docker,1461.0,,multiclass,948913244,stable,14460.5,2019-04-16T04:53:13,0.9.6
0.907407,,cnae-9,1,orig_TPOT_4h,openml.org/t/9981,,0.380449,0.380449,0.380449,aws.docker,1649.0,,multiclass,948913242,stable,14575.3,2019-04-16T04:54:16,0.9.6
0.9629629999999999,,cnae-9,5,orig_TPOT_4h,openml.org/t/9981,,0.132476,0.132476,0.132476,aws.docker,1277.0,,multiclass,948913246,stable,14467.7,2019-04-16T04:55:21,0.9.6
0.9537040000000001,,cnae-9,2,orig_TPOT_4h,openml.org/t/9981,,0.22505300000000003,0.22505300000000003,0.22505300000000003,aws.docker,1395.0,,multiclass,948913243,stable,14616.1,2019-04-16T04:55:42,0.9.6
0.9722219999999999,,cnae-9,0,orig_TPOT_4h,openml.org/t/9981,,0.0987513,0.0987513,0.0987513,aws.docker,1436.0,,multiclass,948913241,stable,14910.7,2019-04-16T04:58:10,0.9.6
0.925926,,cnae-9,6,orig_TPOT_4h,openml.org/t/9981,,0.204438,0.204438,0.204438,aws.docker,1582.0,,multiclass,948913247,stable,14552.4,2019-04-16T04:58:51,0.9.6
0.9722219999999999,,cnae-9,4,orig_TPOT_4h,openml.org/t/9981,,0.153885,0.153885,0.153885,aws.docker,1784.0,,multiclass,948913245,stable,14916.0,2019-04-16T05:02:50,0.9.6
0.9629629999999999,,cnae-9,7,orig_TPOT_4h,openml.org/t/9981,,0.127395,0.127395,0.127395,aws.docker,1362.0,,multiclass,948913248,stable,14890.3,2019-04-16T05:05:22,0.9.6
0.9722219999999999,,cnae-9,8,orig_TPOT_4h,openml.org/t/9981,,0.0903085,0.0903085,0.0903085,aws.docker,989.0,,multiclass,948913249,stable,14527.9,2019-04-16T05:07:28,0.9.6
0.9722219999999999,,cnae-9,9,orig_TPOT_4h,openml.org/t/9981,,0.155608,0.155608,0.155608,aws.docker,1156.0,,multiclass,948913250,stable,14604.1,2019-04-16T05:18:49,0.9.6
0.74,0.845714,credit-g,0,orig_TPOT_4h,openml.org/t/31,,,0.15428600000000003,0.845714,aws.docker,43368.0,,binary,948913241,stable,14403.1,2019-04-16T08:56:49,0.9.6
0.72,0.698095,credit-g,1,orig_TPOT_4h,openml.org/t/31,,,0.301905,0.698095,aws.docker,41370.0,,binary,948913242,stable,14402.9,2019-04-16T08:58:03,0.9.6
0.67,0.722381,credit-g,2,orig_TPOT_4h,openml.org/t/31,,,0.27761899999999995,0.722381,aws.docker,27871.0,,binary,948913243,stable,14404.8,2019-04-16T08:59:08,0.9.6
0.78,0.773333,credit-g,3,orig_TPOT_4h,openml.org/t/31,,,0.22666699999999995,0.773333,aws.docker,29619.0,,binary,948913244,stable,14403.8,2019-04-16T09:00:06,0.9.6
0.68,0.721905,credit-g,4,orig_TPOT_4h,openml.org/t/31,,,0.278095,0.721905,aws.docker,41442.0,,binary,948913245,stable,14403.1,2019-04-16T09:01:58,0.9.6
0.75,0.81381,credit-g,5,orig_TPOT_4h,openml.org/t/31,,,0.18618999999999997,0.81381,aws.docker,32790.0,,binary,948913246,stable,14401.6,2019-04-16T09:03:22,0.9.6
0.73,0.772857,credit-g,6,orig_TPOT_4h,openml.org/t/31,,,0.22714299999999998,0.772857,aws.docker,22888.0,,binary,948913247,stable,14419.6,2019-04-16T09:07:13,0.9.6
0.74,0.823333,credit-g,7,orig_TPOT_4h,openml.org/t/31,,,0.17666700000000002,0.823333,aws.docker,41932.0,,binary,948913248,stable,14405.5,2019-04-16T09:10:01,0.9.6
0.72,0.76381,credit-g,8,orig_TPOT_4h,openml.org/t/31,,,0.23619,0.76381,aws.docker,28472.0,,binary,948913249,stable,14412.8,2019-04-16T09:11:10,0.9.6
0.71,0.779524,credit-g,9,orig_TPOT_4h,openml.org/t/31,,,0.220476,0.779524,aws.docker,49627.0,,binary,948913250,stable,14401.4,2019-04-16T09:23:12,0.9.6
0.938,,dilbert,0,orig_TPOT_4h,openml.org/t/168909,,0.18901800000000002,0.18901800000000002,0.18901800000000002,aws.docker,408.0,,multiclass,948913241,stable,14530.8,2019-04-16T13:04:55,0.9.6
0.977,,dilbert,1,orig_TPOT_4h,openml.org/t/168909,,0.053117700000000004,0.053117700000000004,0.053117700000000004,aws.docker,421.0,,multiclass,948913242,stable,14819.8,2019-04-16T13:11:06,0.9.6
0.924,,dilbert,3,orig_TPOT_4h,openml.org/t/168909,,0.255314,0.255314,0.255314,aws.docker,459.0,,multiclass,948913244,stable,14813.0,2019-04-16T13:12:47,0.9.6
0.9620000000000001,,dilbert,2,orig_TPOT_4h,openml.org/t/168909,,0.10600899999999999,0.10600899999999999,0.10600899999999999,aws.docker,444.0,,multiclass,948913243,stable,14845.3,2019-04-16T13:13:23,0.9.6
0.938,,dilbert,4,orig_TPOT_4h,openml.org/t/168909,,0.241326,0.241326,0.241326,aws.docker,458.0,,multiclass,948913245,stable,14671.2,2019-04-16T13:13:55,0.9.6
0.946,,dilbert,5,orig_TPOT_4h,openml.org/t/168909,,0.170021,0.170021,0.170021,aws.docker,442.0,,multiclass,948913246,stable,14746.5,2019-04-16T13:15:52,0.9.6
0.96,,dilbert,6,orig_TPOT_4h,openml.org/t/168909,,0.12929100000000002,0.12929100000000002,0.12929100000000002,aws.docker,400.0,,multiclass,948913247,stable,14636.7,2019-04-16T13:17:49,0.9.6
0.9620000000000001,,dilbert,7,orig_TPOT_4h,openml.org/t/168909,,0.14164100000000002,0.14164100000000002,0.14164100000000002,aws.docker,432.0,,multiclass,948913248,stable,14584.2,2019-04-16T13:19:18,0.9.6
