acc,auc,dataset,fold,framework,id,info,logloss,metric_error,metric_score,mode,models,params,problem_type,seed,tag,time_train_s,utc,version
0.672519,0.7291770000000001,Airlines,1,orig_autosklearn_4h,openml.org/t/189354,,,0.2708229999999999,0.7291770000000001,aws.docker,10.0,{'_n_jobs': 4},binary,2737798690,stable,14398.7,2019-04-19T01:38:55,0.5.1
0.671419,0.726055,Airlines,3,orig_autosklearn_4h,openml.org/t/189354,,,0.273945,0.726055,aws.docker,13.0,{'_n_jobs': 4},binary,2737798692,stable,14410.3,2019-04-19T01:40:03,0.5.1
0.668162,0.723957,Airlines,2,orig_autosklearn_4h,openml.org/t/189354,,,0.27604300000000004,0.723957,aws.docker,9.0,{'_n_jobs': 4},binary,2737798691,stable,14435.3,2019-04-19T01:39:42,0.5.1
0.673242,0.7287020000000001,Airlines,0,orig_autosklearn_4h,openml.org/t/189354,,,0.27129799999999993,0.7287020000000001,aws.docker,10.0,{'_n_jobs': 4},binary,2737798689,stable,14405.9,2019-04-19T01:39:24,0.5.1
0.66899,0.723442,Airlines,4,orig_autosklearn_4h,openml.org/t/189354,,,0.27655799999999997,0.723442,aws.docker,8.0,{'_n_jobs': 4},binary,2737798693,stable,14414.5,2019-04-19T01:39:24,0.5.1
0.674311,0.729822,Airlines,9,orig_autosklearn_4h,openml.org/t/189354,,,0.27017800000000003,0.729822,aws.docker,9.0,{'_n_jobs': 4},binary,2737798698,stable,14414.5,2019-04-19T01:39:57,0.5.1
0.6714,0.727911,Airlines,6,orig_autosklearn_4h,openml.org/t/189354,,,0.272089,0.727911,aws.docker,18.0,{'_n_jobs': 4},binary,2737798695,stable,14418.6,2019-04-19T01:40:16,0.5.1
0.67077,0.723545,Airlines,5,orig_autosklearn_4h,openml.org/t/189354,,,0.276455,0.723545,aws.docker,10.0,{'_n_jobs': 4},binary,2737798694,stable,14449.7,2019-04-19T01:40:29,0.5.1
0.670251,0.7267140000000001,Airlines,7,orig_autosklearn_4h,openml.org/t/189354,,,0.2732859999999999,0.7267140000000001,aws.docker,6.0,{'_n_jobs': 4},binary,2737798696,stable,14502.4,2019-04-19T01:41:15,0.5.1
0.6685270000000001,0.722093,Airlines,8,orig_autosklearn_4h,openml.org/t/189354,,,0.277907,0.722093,aws.docker,6.0,{'_n_jobs': 4},binary,2737798697,stable,14516.7,2019-04-19T01:41:23,0.5.1
0.685542,0.752947,Albert,8,orig_autosklearn_4h,openml.org/t/189356,,,0.24705299999999997,0.752947,aws.docker,8.0,{'_n_jobs': 4},binary,2737798697,stable,14397.8,2019-04-19T01:47:07,0.5.1
0.674701,0.738589,Albert,0,orig_autosklearn_4h,openml.org/t/189356,,,0.26141099999999995,0.738589,aws.docker,6.0,{'_n_jobs': 4},binary,2737798689,stable,14398.3,2019-04-19T01:46:58,0.5.1
0.678323,0.7440720000000001,Albert,2,orig_autosklearn_4h,openml.org/t/189356,,,0.25592799999999993,0.7440720000000001,aws.docker,7.0,{'_n_jobs': 4},binary,2737798691,stable,14803.9,2019-04-19T01:53:31,0.5.1
0.688176,0.758338,Albert,3,orig_autosklearn_4h,openml.org/t/189356,,,0.24166200000000004,0.758338,aws.docker,9.0,"{'_attempt': 2, '_n_jobs': 4}",binary,1577820140,stable,14399.2,2019-04-25T18:13:00,0.5.1
0.693867,0.763536,Albert,4,orig_autosklearn_4h,openml.org/t/189356,,,0.236464,0.763536,aws.docker,13.0,"{'_attempt': 2, '_n_jobs': 4}",binary,1577820141,stable,14400.3,2019-04-25T18:13:28,0.5.1
0.698758,0.767896,Albert,9,orig_autosklearn_4h,openml.org/t/189356,,,0.23210399999999998,0.767896,aws.docker,15.0,"{'_attempt': 2, '_n_jobs': 4}",binary,1577820146,stable,14397.8,2019-04-25T18:13:51,0.5.1
0.674913,0.742261,Albert,6,orig_autosklearn_4h,openml.org/t/189356,,,0.25773900000000005,0.742261,aws.docker,8.0,"{'_attempt': 2, '_n_jobs': 4}",binary,1577820143,stable,14610.1,2019-04-25T18:18:45,0.5.1
0.9658180000000001,,Covertype,6,orig_autosklearn_4h,openml.org/t/7593,,0.11867899999999999,0.11867899999999999,0.11867899999999999,aws.docker,2.0,{'_n_jobs': 4},multiclass,2737798695,stable,14405.0,2019-04-19T05:47:27,0.5.1
0.9669540000000001,,Covertype,7,orig_autosklearn_4h,openml.org/t/7593,,0.11904100000000001,0.11904100000000001,0.11904100000000001,aws.docker,2.0,{'_n_jobs': 4},multiclass,2737798696,stable,14472.2,2019-04-19T05:48:34,0.5.1
0.965543,,Covertype,2,orig_autosklearn_4h,openml.org/t/7593,,0.11982999999999999,0.11982999999999999,0.11982999999999999,aws.docker,3.0,{'_n_jobs': 4},multiclass,2737798691,stable,14612.9,2019-04-19T05:49:53,0.5.1
0.965199,,Covertype,8,orig_autosklearn_4h,openml.org/t/7593,,0.119197,0.119197,0.119197,aws.docker,2.0,{'_n_jobs': 4},multiclass,2737798697,stable,14532.2,2019-04-19T05:49:38,0.5.1
0.965578,,Covertype,0,orig_autosklearn_4h,openml.org/t/7593,,0.119352,0.119352,0.119352,aws.docker,2.0,{'_n_jobs': 4},multiclass,2737798689,stable,14695.6,2019-04-19T05:50:09,0.5.1
0.963443,,Covertype,4,orig_autosklearn_4h,openml.org/t/7593,,0.127075,0.127075,0.127075,aws.docker,2.0,{'_n_jobs': 4},multiclass,2737798693,stable,14721.0,2019-04-19T05:51:49,0.5.1
0.966007,,Covertype,9,orig_autosklearn_4h,openml.org/t/7593,,0.12409300000000001,0.12409300000000001,0.12409300000000001,aws.docker,3.0,{'_n_jobs': 4},multiclass,2737798698,stable,14592.9,2019-04-19T05:52:00,0.5.1
0.965199,,Covertype,1,orig_autosklearn_4h,openml.org/t/7593,,0.128225,0.128225,0.128225,aws.docker,3.0,{'_n_jobs': 4},multiclass,2737798690,stable,14796.4,2019-04-19T05:52:47,0.5.1
0.9680559999999999,,Covertype,3,orig_autosklearn_4h,openml.org/t/7593,,0.116569,0.116569,0.116569,aws.docker,3.0,{'_n_jobs': 4},multiclass,2737798692,stable,14851.5,2019-04-19T05:54:10,0.5.1
0.9661620000000001,,Covertype,5,orig_autosklearn_4h,openml.org/t/7593,,0.118546,0.118546,0.118546,aws.docker,2.0,"{'_attempt': 2, '_n_jobs': 4}",multiclass,1331888124,stable,14511.1,2019-04-25T18:10:17,0.5.1
0.590427,,Dionis,1,orig_autosklearn_4h,openml.org/t/189355,,4.019340000000001,4.019340000000001,4.019340000000001,aws.docker,1.0,{'_n_jobs': 4},multiclass,2737798690,stable,14387.6,2019-04-19T05:53:14,0.5.1
0.00458936,,Dionis,8,orig_autosklearn_4h,openml.org/t/189355,,5.87212,5.87212,5.87212,aws.docker,1.0,{'_n_jobs': 4},multiclass,2737798697,stable,14386.9,2019-04-19T05:54:09,0.5.1
0.7907689999999999,,Dionis,5,orig_autosklearn_4h,openml.org/t/189355,,5.20947,5.20947,5.20947,aws.docker,1.0,{'_n_jobs': 4},multiclass,2737798694,stable,14386.7,2019-04-19T05:54:04,0.5.1
0.661853,,Dionis,9,orig_autosklearn_4h,openml.org/t/189355,,1.9414099999999999,1.9414099999999999,1.9414099999999999,aws.docker,1.0,{'_n_jobs': 4},multiclass,2737798698,stable,14386.7,2019-04-19T06:00:22,0.5.1
0.515486,,Dionis,3,orig_autosklearn_4h,openml.org/t/189355,,2.5184900000000003,2.5184900000000003,2.5184900000000003,aws.docker,1.0,{'_n_jobs': 4},multiclass,2737798692,stable,14387.3,2019-04-19T05:53:52,0.5.1
0.559072,,Dionis,2,orig_autosklearn_4h,openml.org/t/189355,,2.95607,2.95607,2.95607,aws.docker,1.0,{'_n_jobs': 4},multiclass,2737798691,stable,14385.8,2019-04-19T05:53:08,0.5.1
0.606766,,Dionis,7,orig_autosklearn_4h,openml.org/t/189355,,2.32859,2.32859,2.32859,aws.docker,1.0,{'_n_jobs': 4},multiclass,2737798696,stable,14386.8,2019-04-19T05:53:58,0.5.1
0.56503,,Dionis,4,orig_autosklearn_4h,openml.org/t/189355,,2.65699,2.65699,2.65699,aws.docker,1.0,{'_n_jobs': 4},multiclass,2737798693,stable,14386.6,2019-04-19T05:53:54,0.5.1
0.569331,,Dionis,6,orig_autosklearn_4h,openml.org/t/189355,,2.33534,2.33534,2.33534,aws.docker,1.0,{'_n_jobs': 4},multiclass,2737798695,stable,14386.1,2019-04-19T05:54:07,0.5.1
0.231769,,Dionis,0,orig_autosklearn_4h,openml.org/t/189355,,3.7535800000000004,3.7535800000000004,3.7535800000000004,aws.docker,1.0,"{'_attempt': 2, '_n_jobs': 4}",multiclass,3958675985,stable,14387.2,2019-04-25T18:09:31,0.5.1
0.6163069999999999,0.73169,Airlines,0,orig_H2OAutoML_4h,openml.org/t/189354,,,0.26831000000000005,0.73169,aws.docker,49.0,,binary,4182137832,stable,13178.9,2019-04-18T20:22:41,3.24.0.1
0.608391,0.733391,Airlines,1,orig_H2OAutoML_4h,openml.org/t/189354,,,0.266609,0.733391,aws.docker,47.0,,binary,4182137833,stable,13223.9,2019-04-18T20:23:24,3.24.0.1
0.617264,0.731151,Airlines,7,orig_H2OAutoML_4h,openml.org/t/189354,,,0.268849,0.731151,aws.docker,42.0,,binary,4182137839,stable,13231.6,2019-04-18T20:23:53,3.24.0.1
0.61402,0.729685,Airlines,6,orig_H2OAutoML_4h,openml.org/t/189354,,,0.27031499999999997,0.729685,aws.docker,51.0,,binary,4182137838,stable,13248.6,2019-04-18T20:24:25,3.24.0.1
0.6158,0.728063,Airlines,5,orig_H2OAutoML_4h,openml.org/t/189354,,,0.271937,0.728063,aws.docker,39.0,,binary,4182137837,stable,13283.4,2019-04-18T20:24:40,3.24.0.1
0.6193960000000001,0.729965,Airlines,4,orig_H2OAutoML_4h,openml.org/t/189354,,,0.270035,0.729965,aws.docker,38.0,,binary,4182137836,stable,13293.9,2019-04-18T20:25:33,3.24.0.1
0.614843,0.731743,Airlines,2,orig_H2OAutoML_4h,openml.org/t/189354,,,0.26825699999999997,0.731743,aws.docker,54.0,,binary,4182137834,stable,13376.0,2019-04-18T20:26:11,3.24.0.1
0.6282399999999999,0.731757,Airlines,8,orig_H2OAutoML_4h,openml.org/t/189354,,,0.268243,0.731757,aws.docker,49.0,,binary,4182137840,stable,13395.4,2019-04-18T20:27:09,3.24.0.1
0.621009,0.733636,Airlines,9,orig_H2OAutoML_4h,openml.org/t/189354,,,0.26636400000000005,0.733636,aws.docker,44.0,,binary,4182137841,stable,13424.4,2019-04-18T20:27:37,3.24.0.1
0.6138899999999999,0.731992,Airlines,3,orig_H2OAutoML_4h,openml.org/t/189354,,,0.268008,0.731992,aws.docker,54.0,,binary,4182137835,stable,13581.1,2019-04-18T20:29:41,3.24.0.1
0.6732670000000001,0.765142,Albert,0,orig_H2OAutoML_4h,openml.org/t/189356,,,0.234858,0.765142,aws.docker,12.0,,binary,4182137832,stable,14458.7,2019-04-19T00:35:30,3.24.0.1
0.670186,0.764882,Albert,1,orig_H2OAutoML_4h,openml.org/t/189356,,,0.23511800000000005,0.764882,aws.docker,12.0,,binary,4182137833,stable,14505.4,2019-04-19T00:36:44,3.24.0.1
0.672585,0.767265,Albert,2,orig_H2OAutoML_4h,openml.org/t/189356,,,0.23273500000000003,0.767265,aws.docker,12.0,,binary,4182137834,stable,14474.0,2019-04-19T00:36:08,3.24.0.1
0.666259,0.763545,Albert,3,orig_H2OAutoML_4h,openml.org/t/189356,,,0.23645499999999997,0.763545,aws.docker,12.0,,binary,4182137835,stable,14473.5,2019-04-19T00:36:58,3.24.0.1
0.669434,0.7640939999999999,Albert,5,orig_H2OAutoML_4h,openml.org/t/189356,,,0.23590600000000006,0.7640939999999999,aws.docker,12.0,,binary,4182137837,stable,14476.5,2019-04-19T00:38:27,3.24.0.1
0.6664939999999999,0.763927,Albert,6,orig_H2OAutoML_4h,openml.org/t/189356,,,0.23607299999999998,0.763927,aws.docker,12.0,,binary,4182137838,stable,14474.7,2019-04-19T00:38:47,3.24.0.1
0.668211,0.770545,Albert,7,orig_H2OAutoML_4h,openml.org/t/189356,,,0.22945499999999996,0.770545,aws.docker,12.0,,binary,4182137839,stable,14458.9,2019-04-19T00:39:23,3.24.0.1
0.6703979999999999,0.768075,Albert,4,orig_H2OAutoML_4h,openml.org/t/189356,,,0.23192500000000005,0.768075,aws.docker,12.0,,binary,4182137836,stable,14718.0,2019-04-19T00:41:32,3.24.0.1
0.670374,0.763174,Albert,9,orig_H2OAutoML_4h,openml.org/t/189356,,,0.23682599999999998,0.763174,aws.docker,12.0,,binary,4182137841,stable,14461.1,2019-04-19T00:41:49,3.24.0.1
0.668093,0.763949,Albert,8,orig_H2OAutoML_4h,openml.org/t/189356,,,0.236051,0.763949,aws.docker,12.0,,binary,4182137840,stable,14705.1,2019-04-19T00:43:46,3.24.0.1
0.908402,,Covertype,0,orig_H2OAutoML_4h,openml.org/t/7593,,0.259928,0.259928,0.259928,aws.docker,1.0,,multiclass,4182137832,stable,14407.4,2019-04-19T04:41:51,3.24.0.1
0.912499,,Covertype,1,orig_H2OAutoML_4h,openml.org/t/7593,,0.253258,0.253258,0.253258,aws.docker,1.0,,multiclass,4182137833,stable,14408.1,2019-04-19T04:42:46,3.24.0.1
0.907523,,Covertype,2,orig_H2OAutoML_4h,openml.org/t/7593,,0.26073,0.26073,0.26073,aws.docker,1.0,,multiclass,4182137834,stable,14407.7,2019-04-19T04:43:00,3.24.0.1
0.912273,,Covertype,3,orig_H2OAutoML_4h,openml.org/t/7593,,0.25506,0.25506,0.25506,aws.docker,1.0,,multiclass,4182137835,stable,14403.9,2019-04-19T04:43:16,3.24.0.1
0.9085559999999999,,Covertype,4,orig_H2OAutoML_4h,openml.org/t/7593,,0.259849,0.259849,0.259849,aws.docker,1.0,,multiclass,4182137836,stable,14408.6,2019-04-19T04:44:58,3.24.0.1
0.910019,,Covertype,6,orig_H2OAutoML_4h,openml.org/t/7593,,0.256616,0.256616,0.256616,aws.docker,1.0,,multiclass,4182137838,stable,14404.6,2019-04-19T04:45:19,3.24.0.1
0.9069209999999999,,Covertype,5,orig_H2OAutoML_4h,openml.org/t/7593,,0.260916,0.260916,0.260916,aws.docker,1.0,,multiclass,4182137837,stable,14404.0,2019-04-19T04:45:42,3.24.0.1
0.9047,,Covertype,7,orig_H2OAutoML_4h,openml.org/t/7593,,0.265119,0.265119,0.265119,aws.docker,1.0,,multiclass,4182137839,stable,14413.4,2019-04-19T04:47:36,3.24.0.1
0.9097430000000001,,Covertype,8,orig_H2OAutoML_4h,openml.org/t/7593,,0.257785,0.257785,0.257785,aws.docker,1.0,,multiclass,4182137840,stable,14413.6,2019-04-19T04:48:28,3.24.0.1
0.913874,,Covertype,9,orig_H2OAutoML_4h,openml.org/t/7593,,0.25253200000000003,0.25253200000000003,0.25253200000000003,aws.docker,1.0,,multiclass,4182137841,stable,14402.0,2019-04-19T04:49:45,3.24.0.1
0.671493,0.724479,Airlines,6,orig_TPOT_4h,openml.org/t/189354,,,0.275521,0.724479,aws.docker,462.0,,binary,1011540372,stable,14707.9,2019-04-19T01:34:13,0.9.6
0.671085,0.7245560000000001,Airlines,3,orig_TPOT_4h,openml.org/t/189354,,,0.2754439999999999,0.7245560000000001,aws.docker,504.0,,binary,1011540369,stable,14949.7,2019-04-19T01:37:53,0.9.6
0.6677109999999999,0.720083,Airlines,5,orig_TPOT_4h,openml.org/t/189354,,,0.27991699999999997,0.720083,aws.docker,551.0,,binary,1011540371,stable,14907.2,2019-04-19T01:37:15,0.9.6
0.667995,0.721224,Airlines,2,orig_TPOT_4h,openml.org/t/189354,,,0.278776,0.721224,aws.docker,32.0,,binary,1011540368,stable,15368.0,2019-04-19T01:44:53,0.9.6
0.668768,0.722198,Airlines,8,orig_TPOT_4h,openml.org/t/189354,,,0.277802,0.722198,aws.docker,48.0,,binary,1011540374,stable,17565.9,2019-04-19T02:22:14,0.9.6
0.669676,0.721184,Airlines,7,orig_TPOT_4h,openml.org/t/189354,,,0.27881599999999995,0.721184,aws.docker,201.0,,binary,1011540373,stable,20057.5,2019-04-19T03:04:35,0.9.6
0.6699609999999999,0.7235590000000001,Airlines,1,orig_TPOT_4h,openml.org/t/189354,,,0.27644099999999994,0.7235590000000001,aws.docker,210.0,,binary,1011540367,stable,20687.4,2019-04-19T03:13:22,0.9.6
0.668663,0.722324,Airlines,0,orig_TPOT_4h,openml.org/t/189354,,,0.27767600000000003,0.722324,aws.docker,246.0,,binary,1011540366,stable,20867.1,2019-04-19T03:16:22,0.9.6
0.669027,0.7214020000000001,Airlines,4,orig_TPOT_4h,openml.org/t/189354,,,0.2785979999999999,0.7214020000000001,aws.docker,399.0,,binary,1011540370,stable,25472.0,2019-04-19T04:33:26,0.9.6
0.672791,0.726524,Airlines,9,orig_TPOT_4h,openml.org/t/189354,,,0.27347600000000005,0.726524,aws.docker,295.0,{'_attempt': 2},binary,155463730,stable,22922.2,2019-04-25T20:34:22,0.9.6
0.667388,0.7307779999999999,Albert,5,orig_TPOT_4h,openml.org/t/189356,,,0.2692220000000001,0.7307779999999999,aws.docker,240.0,,binary,1011540371,stable,15605.7,2019-04-19T01:56:26,0.9.6
0.672679,0.736057,Albert,3,orig_TPOT_4h,openml.org/t/189356,,,0.26394300000000004,0.736057,aws.docker,194.0,,binary,1011540369,stable,16291.2,2019-04-19T02:08:06,0.9.6
0.662732,0.722882,Albert,1,orig_TPOT_4h,openml.org/t/189356,,,0.277118,0.722882,aws.docker,80.0,,binary,1011540367,stable,16575.5,2019-04-19T02:12:35,0.9.6
0.658358,0.711829,Albert,2,orig_TPOT_4h,openml.org/t/189356,,,0.28817099999999995,0.711829,aws.docker,48.0,,binary,1011540368,stable,18343.2,2019-04-19T02:41:55,0.9.6
0.678605,0.744055,Albert,4,orig_TPOT_4h,openml.org/t/189356,,,0.255945,0.744055,aws.docker,80.0,,binary,1011540370,stable,18629.2,2019-04-19T02:47:17,0.9.6
0.668493,0.7271890000000001,Albert,6,orig_TPOT_4h,openml.org/t/189356,,,0.2728109999999999,0.7271890000000001,aws.docker,175.0,{'_attempt': 2},binary,1869743395,stable,14511.5,2019-04-25T18:20:19,0.9.6
0.667882,0.728995,Albert,9,orig_TPOT_4h,openml.org/t/189356,,,0.27100500000000005,0.728995,aws.docker,109.0,{'_attempt': 2},binary,1869743398,stable,14698.2,2019-04-25T18:23:37,0.9.6
0.657041,0.7128140000000001,Albert,0,orig_TPOT_4h,openml.org/t/189356,,,0.28718599999999994,0.7128140000000001,aws.docker,96.0,{'_attempt': 2},binary,1869743389,stable,15320.8,2019-04-25T18:33:28,0.9.6
0.659087,0.7147319999999999,Albert,8,orig_TPOT_4h,openml.org/t/189356,,,0.2852680000000001,0.7147319999999999,aws.docker,48.0,{'_attempt': 2},binary,1869743397,stable,16130.1,2019-04-25T18:47:22,0.9.6
0.658358,0.713364,Albert,7,orig_TPOT_4h,openml.org/t/189356,,,0.286636,0.713364,aws.docker,173.0,{'_attempt': 2},binary,1869743396,stable,20613.6,2019-04-25T20:01:59,0.9.6
0.9674879999999999,,Covertype,1,orig_TPOT_4h,openml.org/t/7593,,0.143251,0.143251,0.143251,aws.docker,145.0,,multiclass,1011540367,stable,14729.7,2019-04-19T04:27:15,0.9.6
0.966283,,Covertype,3,orig_TPOT_4h,openml.org/t/7593,,0.10584400000000001,0.10584400000000001,0.10584400000000001,aws.docker,130.0,,multiclass,1011540369,stable,15686.7,2019-04-19T05:32:56,0.9.6
0.739884,,Covertype,2,orig_TPOT_4h,openml.org/t/7593,,0.597809,0.597809,0.597809,aws.docker,32.0,,multiclass,1011540368,stable,17547.3,2019-04-19T05:33:39,0.9.6
0.9681069999999999,,Covertype,4,orig_TPOT_4h,openml.org/t/7593,,0.102072,0.102072,0.102072,aws.docker,159.0,,multiclass,1011540370,stable,15137.6,2019-04-19T05:33:48,0.9.6
0.97346,,Covertype,6,orig_TPOT_4h,openml.org/t/7593,,0.09625299999999999,0.09625299999999999,0.09625299999999999,aws.docker,189.0,,multiclass,1011540372,stable,15089.6,2019-04-19T05:55:42,0.9.6
0.9713950000000001,,Covertype,7,orig_TPOT_4h,openml.org/t/7593,,0.0996283,0.0996283,0.0996283,aws.docker,185.0,,multiclass,1011540373,stable,17223.0,2019-04-19T06:31:12,0.9.6
0.968038,,Covertype,8,orig_TPOT_4h,openml.org/t/7593,,0.105688,0.105688,0.105688,aws.docker,48.0,,multiclass,1011540374,stable,21194.5,2019-04-19T07:40:34,0.9.6
0.9695540000000001,,Covertype,0,orig_TPOT_4h,openml.org/t/7593,,0.100314,0.100314,0.100314,aws.docker,187.0,{'_attempt': 2},multiclass,2694281819,stable,14993.5,2019-04-25T18:23:23,0.9.6
0.9626680000000001,,Covertype,9,orig_TPOT_4h,openml.org/t/7593,,0.120653,0.120653,0.120653,aws.docker,188.0,{'_attempt': 2},multiclass,2694281828,stable,15348.5,2019-04-25T18:28:20,0.9.6
0.966989,,Covertype,5,orig_TPOT_4h,openml.org/t/7593,,0.10618599999999999,0.10618599999999999,0.10618599999999999,aws.docker,64.0,{'_attempt': 2},multiclass,2694281824,stable,20166.5,2019-04-25T19:48:30,0.9.6
0.6257,0.657946,Airlines,9,orig_AutoWEKA_4h,openml.org/t/189354,,,0.34205399999999997,0.657946,aws.docker,,,binary,3008875005,stable,13233.7,2019-04-18T20:27:13,2.6
0.6267199999999999,0.656813,Airlines,5,orig_AutoWEKA_4h,openml.org/t/189354,,,0.343187,0.656813,aws.docker,,,binary,3008875001,stable,13767.1,2019-04-18T20:35:35,2.6
0.624458,0.6551560000000001,Airlines,8,orig_AutoWEKA_4h,openml.org/t/189354,,,0.34484399999999993,0.6551560000000001,aws.docker,,,binary,3008875004,stable,13953.4,2019-04-18T20:38:24,2.6
0.624995,0.654876,Airlines,7,orig_AutoWEKA_4h,openml.org/t/189354,,,0.345124,0.654876,aws.docker,,,binary,3008875003,stable,13991.7,2019-04-18T20:39:07,2.6
0.625329,0.656203,Airlines,4,orig_AutoWEKA_4h,openml.org/t/189354,,,0.343797,0.656203,aws.docker,,,binary,3008875000,stable,13991.4,2019-04-18T20:38:48,2.6
0.62507,0.6556960000000001,Airlines,6,orig_AutoWEKA_4h,openml.org/t/189354,,,0.34430399999999994,0.6556960000000001,aws.docker,,,binary,3008875002,stable,14154.8,2019-04-18T20:42:11,2.6
0.636756,0.68105,Airlines,0,orig_AutoWEKA_4h,openml.org/t/189354,,,0.31894999999999996,0.68105,aws.docker,,,binary,3008874996,stable,15752.9,2019-04-18T21:07:50,2.6
0.624699,0.653438,Airlines,3,orig_AutoWEKA_4h,openml.org/t/189354,,,0.34656200000000004,0.653438,aws.docker,,,binary,3008874999,stable,16288.4,2019-04-18T21:17:18,2.6
0.621684,0.652157,Airlines,2,orig_AutoWEKA_4h,openml.org/t/189354,,,0.347843,0.652157,aws.docker,,,binary,3008874998,stable,16693.8,2019-04-18T21:24:18,2.6
0.662878,0.714512,Airlines,1,orig_AutoWEKA_4h,openml.org/t/189354,,,0.28548799999999996,0.714512,aws.docker,,,binary,3008874997,stable,16636.6,2019-04-18T21:22:46,2.6
0.718925,,Covertype,0,orig_AutoWEKA_4h,openml.org/t/7593,,0.733658,0.733658,0.733658,aws.docker,,,multiclass,3008874996,stable,13947.4,2019-04-19T04:28:23,2.6
0.7205729999999999,,Covertype,2,orig_AutoWEKA_4h,openml.org/t/7593,,0.720826,0.720826,0.720826,aws.docker,,,multiclass,3008874998,stable,14325.3,2019-04-19T04:46:57,2.6
0.717251,,Covertype,3,orig_AutoWEKA_4h,openml.org/t/7593,,0.721586,0.721586,0.721586,aws.docker,,,multiclass,3008874999,stable,14637.9,2019-04-19T04:53:14,2.6
0.71658,,Covertype,4,orig_AutoWEKA_4h,openml.org/t/7593,,0.724403,0.724403,0.724403,aws.docker,,,multiclass,3008875000,stable,14472.3,2019-04-19T04:55:05,2.6
0.7187359999999999,,Covertype,1,orig_AutoWEKA_4h,openml.org/t/7593,,0.719056,0.719056,0.719056,aws.docker,,,multiclass,3008874997,stable,14886.2,2019-04-19T04:55:05,2.6
0.663121,,Covertype,5,orig_AutoWEKA_4h,openml.org/t/7593,,1.84266,1.84266,1.84266,aws.docker,,,multiclass,3008875001,stable,14831.4,2019-04-19T05:02:31,2.6
0.6563399999999999,,Covertype,6,orig_AutoWEKA_4h,openml.org/t/7593,,3.23643,3.23643,3.23643,aws.docker,,,multiclass,3008875002,stable,13595.8,2019-04-19T05:08:05,2.6
0.682794,,Covertype,7,orig_AutoWEKA_4h,openml.org/t/7593,,2.62914,2.62914,2.62914,aws.docker,,,multiclass,3008875003,stable,13811.3,2019-04-19T05:14:48,2.6
0.658612,,Covertype,8,orig_AutoWEKA_4h,openml.org/t/7593,,3.18266,3.18266,3.18266,aws.docker,,,multiclass,3008875004,stable,14233.1,2019-04-19T05:29:43,2.6
0.6674760000000001,,Covertype,9,orig_AutoWEKA_4h,openml.org/t/7593,,1.53695,1.53695,1.53695,aws.docker,,,multiclass,3008875005,stable,17913.8,2019-04-19T06:32:58,2.6
0.885437,,Dionis,2,orig_AutoWEKA_4h,openml.org/t/189355,,2.16223,2.16223,2.16223,aws.docker,,,multiclass,3008874998,stable,14873.8,2019-04-19T09:08:30,2.6
0.725222,,Dionis,4,orig_AutoWEKA_4h,openml.org/t/189355,,6.8446,6.8446,6.8446,aws.docker,,,multiclass,3008875000,stable,14861.7,2019-04-19T09:10:01,2.6
0.7808930000000001,,Dionis,6,orig_AutoWEKA_4h,openml.org/t/189355,,4.34547,4.34547,4.34547,aws.docker,,,multiclass,3008875002,stable,15519.3,2019-04-19T09:34:09,2.6
0.781302,,Dionis,3,orig_AutoWEKA_4h,openml.org/t/189355,,4.3456,4.3456,4.3456,aws.docker,,,multiclass,3008874999,stable,16363.5,2019-04-19T09:34:59,2.6
0.373627,,Dionis,0,orig_AutoWEKA_4h,openml.org/t/189355,,3.0842099999999997,3.0842099999999997,3.0842099999999997,aws.docker,,,multiclass,3008874996,stable,18019.9,2019-04-19T09:36:33,2.6
0.086453,,Dionis,8,orig_AutoWEKA_4h,openml.org/t/189355,,4.2098,4.2098,4.2098,aws.docker,,,multiclass,3008875004,stable,14889.0,2019-04-19T09:50:49,2.6
0.8852899999999999,,Dionis,9,orig_AutoWEKA_4h,openml.org/t/189355,,2.1239,2.1239,2.1239,aws.docker,,,multiclass,3008875005,stable,15886.0,2019-04-19T11:11:35,2.6
0.8019890000000001,,Dionis,7,orig_AutoWEKA_4h,openml.org/t/189355,,6.04654,6.04654,6.04654,aws.docker,,{'_attempt': 2},multiclass,947298023,stable,17570.2,2019-04-25T22:54:24,2.6
0.862539,,Dionis,5,orig_AutoWEKA_4h,openml.org/t/189355,,2.80882,2.80882,2.80882,aws.docker,,{'_attempt': 2},multiclass,947298021,stable,18528.0,2019-04-25T23:10:34,2.6
0.862058,,Dionis,1,orig_AutoWEKA_4h,openml.org/t/189355,,2.8162700000000003,2.8162700000000003,2.8162700000000003,aws.docker,,{'_attempt': 2},multiclass,947298017,stable,19700.3,2019-04-25T23:29:57,2.6
0.8714430000000001,0.9319459999999999,adult,0,orig_autosklearn_4h,openml.org/t/7592,,,0.06805400000000006,0.9319459999999999,aws.docker,8.0,,binary,1255626257,stable,14399.0,2019-04-15T22:41:59,0.5.1
0.8632549999999999,0.929193,adult,1,orig_autosklearn_4h,openml.org/t/7592,,,0.07080699999999995,0.929193,aws.docker,5.0,,binary,1255626258,stable,14398.9,2019-04-15T22:42:04,0.5.1
0.8712120000000001,0.923249,adult,5,orig_autosklearn_4h,openml.org/t/7592,,,0.07675100000000001,0.923249,aws.docker,7.0,,binary,1255626262,stable,14398.0,2019-04-15T22:42:28,0.5.1
