acc,auc,dataset,fold,framework,id,info,logloss,metric_error,metric_score,mode,models,models_ensemble,params,problem_type,seed,tag,time_infer_s,time_train_s,utc,version
1.0,,car,0,autogluon_norepeatbag_1h,openml.org/t/146821,,0.00031344900000000004,0.00031344900000000004,0.00031344900000000004,local,20.0,20.0,,multiclass,1575233248,stable,11.2937,2288.4,2020-02-03T09:04:09,0.0.5
0.750923,0.8506959999999999,christine,0,autogluon_norepeatbag_1h,openml.org/t/168908,,,0.1493040000000001,0.8506959999999999,local,22.0,22.0,,binary,8536143,stable,68.393,3318.6,2020-02-03T09:25:38,0.0.5
0.962963,,cnae-9,0,autogluon_norepeatbag_1h,openml.org/t/9981,,0.144618,0.144618,0.144618,local,22.0,22.0,,multiclass,1447844136,stable,24.7847,1139.4,2020-02-03T08:46:03,0.0.5
0.8704850000000001,,connect-4,0,autogluon_norepeatbag_1h,openml.org/t/146195,,0.328466,0.328466,0.328466,local,22.0,22.0,,multiclass,283524052,stable,271.411,3614.7,2020-02-03T09:42:15,0.0.5
0.976713,,Covertype,0,autogluon_norepeatbag_1h,openml.org/t/7593,,0.0573393,0.0573393,0.0573393,local,11.0,11.0,,multiclass,74617257,stable,258.788,3827.8,2020-02-03T09:47:38,0.0.5
0.79,0.857619,credit-g,0,autogluon_norepeatbag_1h,openml.org/t/31,,,0.14238099999999998,0.857619,local,22.0,22.0,,binary,2174486719,stable,3.3796,260.4,2020-02-03T08:30:13,0.0.5
0.994,,dilbert,0,autogluon_norepeatbag_1h,openml.org/t/168909,,0.0261206,0.0261206,0.0261206,local,17.0,17.0,,multiclass,1332270968,stable,156.82299999999995,3603.6,2020-02-03T09:38:01,0.0.5
0.836084,,Dionis,0,autogluon_norepeatbag_1h,openml.org/t/189355,,0.964222,0.964222,0.964222,local,4.0,4.0,,multiclass,1851830328,stable,388.541,3374.1,2020-02-03T09:55:50,0.0.5
0.728155,,fabert,0,autogluon_norepeatbag_1h,openml.org/t/168910,,0.652269,0.652269,0.652269,local,21.0,21.0,,multiclass,2540412660,stable,64.3471,3099.9,2020-02-03T09:21:20,0.0.5
0.9,,Fashion-MNIST,0,autogluon_norepeatbag_1h,openml.org/t/146825,,0.28671,0.28671,0.28671,local,12.0,12.0,,multiclass,4269466464,stable,169.19799999999995,3631.0,2020-02-03T09:39:10,0.0.5
0.855,0.926103,guiellermo,0,autogluon_norepeatbag_1h,openml.org/t/168337,,,0.07389699999999999,0.926103,local,16.0,16.0,,binary,3325294000,stable,307.237,3642.6,2020-02-03T10:04:23,0.0.5
0.372699,,Helena,0,autogluon_norepeatbag_1h,openml.org/t/168329,,2.61479,2.61479,2.61479,local,9.0,9.0,,multiclass,1798242468,stable,17.8311,3792.3,2020-02-03T09:32:02,0.0.5
0.735237,0.817951,higgs,0,autogluon_norepeatbag_1h,openml.org/t/146606,,,0.18204900000000002,0.817951,local,20.0,20.0,,binary,3631182484,stable,800.9989999999998,3623.0,2020-02-03T10:15:11,0.0.5
0.730834,,Jannis,0,autogluon_norepeatbag_1h,openml.org/t/168330,,0.662201,0.662201,0.662201,local,20.0,20.0,,multiclass,1016203326,stable,311.138,3621.5,2020-02-03T09:46:08,0.0.5
0.812709,0.875973,jasmine,0,autogluon_norepeatbag_1h,openml.org/t/168911,,,0.124027,0.875973,local,22.0,22.0,,binary,3841224773,stable,9.82542,325.1,2020-02-03T08:31:52,0.0.5
0.990406,,jungle_chess_2pcs_raw_endgame_complete,0,autogluon_norepeatbag_1h,openml.org/t/167119,,0.0269008,0.0269008,0.0269008,local,22.0,22.0,,multiclass,1170479405,stable,40.8189,3506.1,2020-02-03T09:27:11,0.0.5
0.8909950000000001,0.865136,kc1,0,autogluon_norepeatbag_1h,openml.org/t/3917,,,0.13486399999999998,0.865136,local,22.0,22.0,,binary,2411658851,stable,10.9592,227.9,2020-02-03T08:30:13,0.0.5
0.9822,0.853319,KDDCup09_appetency,0,autogluon_norepeatbag_1h,openml.org/t/3945,,,0.14668099999999995,0.853319,local,21.0,21.0,,binary,3911458540,stable,157.471,3613.1,2020-02-03T09:36:00,0.0.5
0.99375,0.999922,kr-vs-kp,0,autogluon_norepeatbag_1h,openml.org/t/3,,,7.80000000000225e-05,0.999922,local,20.0,20.0,,binary,1590318951,stable,10.2638,732.3,2020-02-03T08:38:39,0.0.5
0.98,,mfeat-factors,0,autogluon_norepeatbag_1h,openml.org/t/12,,0.0764378,0.0764378,0.0764378,local,22.0,22.0,,multiclass,1528297884,stable,2.22545,3500.2,2020-02-03T09:24:36,0.0.5
0.945491,0.985768,MiniBooNE,0,autogluon_norepeatbag_1h,openml.org/t/168335,,,0.014232000000000022,0.985768,local,20.0,20.0,,binary,1509303809,stable,198.256,3631.6,2020-02-03T09:37:16,0.0.5
0.978242,0.997673,nomao,0,autogluon_norepeatbag_1h,openml.org/t/9977,,,0.002326999999999968,0.997673,local,22.0,22.0,,binary,1806796869,stable,50.911,1985.2,2020-02-03T09:03:45,0.0.5
0.508617,0.515613,numerai28.6,0,autogluon_norepeatbag_1h,openml.org/t/167120,,,0.484387,0.515613,local,22.0,22.0,,binary,1931675416,stable,643.135,3624.4,2020-02-03T10:01:04,0.0.5
0.914972,0.973806,phoneme,0,autogluon_norepeatbag_1h,openml.org/t/9952,,,0.02619400000000005,0.973806,local,22.0,22.0,,binary,1615557822,stable,12.603,721.2,2020-02-03T08:38:40,0.0.5
0.998,0.999853,riccardo,0,autogluon_norepeatbag_1h,openml.org/t/168338,,,0.00014700000000000824,0.999853,local,13.0,13.0,,binary,3785896522,stable,33.8623,3640.5,2020-02-03T09:54:24,0.0.5
0.495,,Robert,0,autogluon_norepeatbag_1h,openml.org/t/168332,,1.60388,1.60388,1.60388,local,9.0,9.0,,multiclass,2023589736,stable,28.8589,3538.0,2020-02-03T09:46:08,0.0.5
0.991342,,segment,0,autogluon_norepeatbag_1h,openml.org/t/146822,,0.0502402,0.0502402,0.0502402,local,22.0,22.0,,multiclass,1412207418,stable,13.5784,1258.8,2020-02-03T08:47:46,0.0.5
0.999828,,Shuttle,0,autogluon_norepeatbag_1h,openml.org/t/146212,,0.0005963709999999999,0.0005963709999999999,0.0005963709999999999,local,22.0,22.0,,multiclass,2297125793,stable,16.2893,3622.0,2020-02-03T09:28:53,0.0.5
0.951267,0.987035,sylvine,0,autogluon_norepeatbag_1h,openml.org/t/168912,,,0.012965000000000004,0.987035,local,22.0,22.0,,binary,2809685896,stable,10.0321,436.4,2020-02-03T08:33:52,0.0.5
0.847059,,vehicle,0,autogluon_norepeatbag_1h,openml.org/t/53,,0.310439,0.310439,0.310439,local,22.0,22.0,,multiclass,20423876,stable,8.3533,197.7,2020-02-03T08:29:51,0.0.5
0.737438,,Volkert,0,autogluon_norepeatbag_1h,openml.org/t/168331,,0.728156,0.728156,0.728156,local,17.0,17.0,,multiclass,3881974082,stable,621.43,3625.0,2020-02-03T09:59:53,0.0.5
0.878199,0.932321,adult,0,autogluon_nostack_1h,openml.org/t/7592,,,0.06767900000000004,0.932321,local,11.0,11.0,,binary,3290063750,stable,1.06057,3468.2,2020-02-03T09:20:15,0.0.5
0.67415,0.730874,Airlines,0,autogluon_nostack_1h,openml.org/t/189354,,,0.269126,0.730874,local,8.0,8.0,,binary,2413690871,stable,11.2389,3574.0,2020-02-03T09:32:30,0.0.5
0.6918449999999999,0.7619560000000001,Albert,0,autogluon_nostack_1h,openml.org/t/189356,,,0.23804399999999992,0.7619560000000001,local,6.0,6.0,,binary,3453534737,stable,194.157,3689.1,2020-02-03T09:49:19,0.0.5
0.947208,0.883192,Amazon_employee_access,0,autogluon_nostack_1h,openml.org/t/34539,,,0.11680800000000002,0.883192,local,11.0,11.0,,binary,281757748,stable,3.75315,2042.7,2020-02-03T08:56:10,0.0.5
0.995526,0.992577,APSFailure,0,autogluon_nostack_1h,openml.org/t/168868,,,0.007422999999999957,0.992577,local,11.0,11.0,,binary,3940120885,stable,12.0179,2724.6,2020-02-03T09:10:19,0.0.5
0.8695649999999999,0.950764,Australian,0,autogluon_nostack_1h,openml.org/t/146818,,,0.049235999999999946,0.950764,local,11.0,11.0,,binary,1220041994,stable,23.4897,1408.0,2020-02-03T08:47:33,0.0.5
0.909774,0.94048,bank-marketing,0,autogluon_nostack_1h,openml.org/t/14965,,,0.05952000000000002,0.94048,local,11.0,11.0,,binary,324802000,stable,21.4068,3484.5,2020-02-03T09:21:07,0.0.5
0.76,0.7597470000000001,blood-transfusion,0,autogluon_nostack_1h,openml.org/t/10101,,,0.24025299999999994,0.7597470000000001,local,11.0,11.0,,binary,2376207568,stable,23.9668,1473.7,2020-02-03T08:48:42,0.0.5
1.0,,car,0,autogluon_nostack_1h,openml.org/t/146821,,0.00144383,0.00144383,0.00144383,local,9.0,9.0,,multiclass,2425284048,stable,1.87498,2628.1,2020-02-03T09:05:06,0.0.5
0.752768,0.844664,christine,0,autogluon_nostack_1h,openml.org/t/168908,,,0.15533600000000003,0.844664,local,11.0,11.0,,binary,3532102429,stable,30.4374,1682.2,2020-02-03T08:51:40,0.0.5
0.962963,,cnae-9,0,autogluon_nostack_1h,openml.org/t/9981,,0.16933299999999998,0.16933299999999998,0.16933299999999998,local,11.0,11.0,,multiclass,1339517461,stable,68.5538,3260.0,2020-02-03T09:19:37,0.0.5
0.865157,,connect-4,0,autogluon_nostack_1h,openml.org/t/146195,,0.344848,0.344848,0.344848,local,11.0,11.0,,multiclass,3237721305,stable,7.44447,3616.6,2020-02-03T09:27:14,0.0.5
0.971946,,Covertype,0,autogluon_nostack_1h,openml.org/t/7593,,0.0730615,0.0730615,0.0730615,local,7.0,7.0,,multiclass,2162394541,stable,134.02700000000002,3843.0,2020-02-03T09:39:16,0.0.5
0.8,0.851429,credit-g,0,autogluon_nostack_1h,openml.org/t/31,,,0.148571,0.851429,local,11.0,11.0,,binary,3315042614,stable,30.1552,3058.6,2020-02-03T09:15:48,0.0.5
0.987,,dilbert,0,autogluon_nostack_1h,openml.org/t/168909,,0.0370878,0.0370878,0.0370878,local,9.0,9.0,,multiclass,824678929,stable,67.7833,3594.3,2020-02-03T09:27:48,0.0.5
0.912372,,Dionis,0,autogluon_nostack_1h,openml.org/t/189355,,0.368788,0.368788,0.368788,local,5.0,5.0,,multiclass,1371177546,stable,23.5899,4007.3,2020-02-03T09:48:56,0.0.5
0.73665,,fabert,0,autogluon_nostack_1h,openml.org/t/168910,,0.7041,0.7041,0.7041,local,11.0,11.0,,multiclass,1785550478,stable,22.2386,3140.2,2020-02-03T09:15:29,0.0.5
0.8824290000000001,,Fashion-MNIST,0,autogluon_nostack_1h,openml.org/t/146825,,0.333573,0.333573,0.333573,local,8.0,8.0,,multiclass,2814434368,stable,987.118,3637.5,2020-02-03T10:32:16,0.0.5
0.8335,0.912306,guiellermo,0,autogluon_nostack_1h,openml.org/t/168337,,,0.08769400000000005,0.912306,local,9.0,9.0,,binary,3644897340,stable,22.0185,3611.2,2020-02-03T09:43:58,0.0.5
0.38865,,Helena,0,autogluon_nostack_1h,openml.org/t/168329,,2.55453,2.55453,2.55453,local,6.0,6.0,,multiclass,432521063,stable,20.084,3825.9,2020-02-03T09:27:38,0.0.5
0.7387050000000001,0.817986,higgs,0,autogluon_nostack_1h,openml.org/t/146606,,,0.182014,0.817986,local,11.0,11.0,,binary,288879673,stable,286.342,3620.4,2020-02-03T09:38:11,0.0.5
0.720205,,Jannis,0,autogluon_nostack_1h,openml.org/t/168330,,0.675918,0.675918,0.675918,local,11.0,11.0,,multiclass,4034640754,stable,8.638119999999999,3618.3,2020-02-03T09:27:15,0.0.5
0.816054,0.8696200000000001,jasmine,0,autogluon_nostack_1h,openml.org/t/168911,,,0.13037999999999994,0.8696200000000001,local,11.0,11.0,,binary,2118095502,stable,47.6994,3292.7,2020-02-03T09:21:20,0.0.5
0.891343,,jungle_chess_2pcs_raw_endgame_complete,0,autogluon_nostack_1h,openml.org/t/167119,,0.168951,0.168951,0.168951,local,11.0,11.0,,multiclass,679327023,stable,2.1339,3609.7,2020-02-03T09:23:07,0.0.5
0.881517,0.845932,kc1,0,autogluon_nostack_1h,openml.org/t/3917,,,0.15406799999999998,0.845932,local,11.0,11.0,,binary,2581175715,stable,73.9762,2523.2,2020-02-03T09:08:28,0.0.5
0.9822,0.86105,KDDCup09_appetency,0,autogluon_nostack_1h,openml.org/t/3945,,,0.13895000000000002,0.86105,local,11.0,11.0,,binary,3684920394,stable,102.493,3612.8,2020-02-03T09:28:48,0.0.5
0.99375,0.999961,kr-vs-kp,0,autogluon_nostack_1h,openml.org/t/3,,,3.900000000001125e-05,0.999961,local,9.0,9.0,,binary,923964018,stable,21.7611,3327.7,2020-02-03T09:18:42,0.0.5
0.98,,mfeat-factors,0,autogluon_nostack_1h,openml.org/t/12,,0.07041289999999999,0.07041289999999999,0.07041289999999999,local,11.0,11.0,,multiclass,686130174,stable,2.28816,2498.3,2020-02-03T09:03:12,0.0.5
0.949258,0.987445,MiniBooNE,0,autogluon_nostack_1h,openml.org/t/168335,,,0.012554999999999983,0.987445,local,11.0,11.0,,binary,4137973556,stable,7.95825,3629.2,2020-02-03T09:25:27,0.0.5
0.976501,0.996847,nomao,0,autogluon_nostack_1h,openml.org/t/9977,,,0.0031529999999999614,0.996847,local,11.0,11.0,,binary,227734515,stable,20.6103,3184.9,2020-02-03T09:18:50,0.0.5
0.515262,0.525672,numerai28.6,0,autogluon_nostack_1h,openml.org/t/167120,,,0.47432799999999997,0.525672,local,11.0,11.0,,binary,3655159834,stable,20.0373,2632.5,2020-02-03T09:12:04,0.0.5
0.914972,0.97178,phoneme,0,autogluon_nostack_1h,openml.org/t/9952,,,0.028220000000000023,0.97178,local,11.0,11.0,,binary,1150413402,stable,20.9414,2893.3,2020-02-03T09:11:03,0.0.5
0.9975,0.999751,riccardo,0,autogluon_nostack_1h,openml.org/t/168338,,,0.00024900000000005473,0.999751,local,8.0,8.0,,binary,4262659102,stable,18.4981,3530.0,2020-02-03T09:57:37,0.0.5
0.49,,Robert,0,autogluon_nostack_1h,openml.org/t/168332,,1.6144,1.6144,1.6144,local,8.0,8.0,,multiclass,3440461774,stable,257.06,3623.1,2020-02-03T09:59:03,0.0.5
0.991342,,segment,0,autogluon_nostack_1h,openml.org/t/146822,,0.06590750000000001,0.06590750000000001,0.06590750000000001,local,11.0,11.0,,multiclass,2653080515,stable,19.291,2966.2,2020-02-03T09:12:24,0.0.5
0.999655,,Shuttle,0,autogluon_nostack_1h,openml.org/t/146212,,0.000949371,0.000949371,0.000949371,local,11.0,11.0,,multiclass,2362346739,stable,9.29891,3599.2,2020-02-03T09:23:28,0.0.5
0.945419,0.983691,sylvine,0,autogluon_nostack_1h,openml.org/t/168912,,,0.016309000000000018,0.983691,local,11.0,11.0,,binary,472379393,stable,61.8915,3492.7,2020-02-03T09:24:00,0.0.5
0.8705879999999999,,vehicle,0,autogluon_nostack_1h,openml.org/t/53,,0.369374,0.369374,0.369374,local,11.0,11.0,,multiclass,4129394319,stable,23.2378,2539.6,2020-02-03T09:07:26,0.0.5
0.711199,,Volkert,0,autogluon_nostack_1h,openml.org/t/168331,,0.802421,0.802421,0.802421,local,10.0,10.0,,multiclass,3536890568,stable,34.4587,3627.4,2020-02-03T09:28:51,0.0.5
0.876151,0.932323,adult,0,autogluon_nobag_4h,openml.org/t/7592,,,0.06767699999999999,0.932323,local,11.0,11.0,,binary,1097994856,stable,1.71721,673.8,2020-02-03T08:39:52,0.0.5
0.673705,0.729561,Airlines,0,autogluon_nobag_4h,openml.org/t/189354,,,0.270439,0.729561,local,9.0,9.0,,binary,3194934355,stable,10.5327,7097.3,2020-02-03T10:29:47,0.0.5
0.69255,0.764506,Albert,0,autogluon_nobag_4h,openml.org/t/189356,,,0.23549399999999998,0.764506,local,11.0,11.0,,binary,2315097388,stable,21.8003,1559.9,2020-02-03T09:04:54,0.0.5
0.946597,0.8748799999999999,Amazon_employee_access,0,autogluon_nobag_4h,openml.org/t/34539,,,0.12512000000000012,0.8748799999999999,local,11.0,11.0,,binary,298460316,stable,0.466466,193.1,2020-02-03T08:31:46,0.0.5
0.995132,0.994826,APSFailure,0,autogluon_nobag_4h,openml.org/t/168868,,,0.005174000000000012,0.994826,local,11.0,11.0,,binary,1143199626,stable,0.867325,289.5,2020-02-03T08:34:06,0.0.5
0.8695649999999999,0.93039,Australian,0,autogluon_nobag_4h,openml.org/t/146818,,,0.06960999999999995,0.93039,local,11.0,11.0,,binary,1085977885,stable,0.140002,11.2,2020-02-03T08:27:36,0.0.5
0.909332,0.93899,bank-marketing,0,autogluon_nobag_4h,openml.org/t/14965,,,0.06101000000000001,0.93899,local,11.0,11.0,,binary,779391182,stable,2.36899,360.5,2020-02-03T08:34:48,0.0.5
0.773333,0.778265,blood-transfusion,0,autogluon_nobag_4h,openml.org/t/10101,,,0.22173500000000002,0.778265,local,11.0,11.0,,binary,1283152601,stable,0.126141,12.9,2020-02-03T08:27:40,0.0.5
1.0,,car,0,autogluon_nobag_4h,openml.org/t/146821,,0.0012724,0.0012724,0.0012724,local,9.0,9.0,,multiclass,192322824,stable,0.0614271,74.9,2020-02-03T08:28:50,0.0.5
0.741697,0.835501,christine,0,autogluon_nobag_4h,openml.org/t/168908,,,0.16449899999999995,0.835501,local,11.0,11.0,,binary,4204483972,stable,2.95388,185.7,2020-02-03T08:31:45,0.0.5
0.944444,,cnae-9,0,autogluon_nobag_4h,openml.org/t/9981,,0.195217,0.195217,0.195217,local,11.0,11.0,,multiclass,1294512680,stable,1.98914,61.8,2020-02-03T08:28:52,0.0.5
0.8676729999999999,,connect-4,0,autogluon_nobag_4h,openml.org/t/146195,,0.344595,0.344595,0.344595,local,11.0,11.0,,multiclass,903458539,stable,2.65186,659.6,2020-02-03T08:40:08,0.0.5
0.972755,,Covertype,0,autogluon_nobag_4h,openml.org/t/7593,,0.0698468,0.0698468,0.0698468,local,8.0,8.0,,multiclass,397705765,stable,9.25514,14433.9,2020-02-03T12:33:28,0.0.5
0.77,0.824286,credit-g,0,autogluon_nobag_4h,openml.org/t/31,,,0.17571400000000004,0.824286,local,11.0,11.0,,binary,360938530,stable,0.4704930000000001,18.7,2020-02-03T08:28:03,0.0.5
0.987,,dilbert,0,autogluon_nobag_4h,openml.org/t/168909,,0.0554656,0.0554656,0.0554656,local,11.0,11.0,,multiclass,3582123669,stable,0.979371,6610.3,2020-02-03T10:20:32,0.0.5
0.931834,,Dionis,0,autogluon_nobag_4h,openml.org/t/189355,,0.273274,0.273274,0.273274,local,7.0,7.0,,multiclass,3442190156,stable,5.98237,14469.6,2020-02-03T12:44:32,0.0.5
0.734223,,fabert,0,autogluon_nobag_4h,openml.org/t/168910,,0.715561,0.715561,0.715561,local,11.0,11.0,,multiclass,2382577426,stable,0.978974,387.8,2020-02-03T08:34:56,0.0.5
0.909714,,Fashion-MNIST,0,autogluon_nobag_4h,openml.org/t/146825,,0.248271,0.248271,0.248271,local,11.0,11.0,,multiclass,449426193,stable,105.078,3806.8,2020-02-03T09:42:18,0.0.5
0.846,0.914402,guiellermo,0,autogluon_nobag_4h,openml.org/t/168337,,,0.08559799999999995,0.914402,local,11.0,11.0,,binary,1785059737,stable,4.3701,1277.9,2020-02-03T09:08:09,0.0.5
0.39862,,Helena,0,autogluon_nobag_4h,openml.org/t/168329,,2.48393,2.48393,2.48393,local,7.0,7.0,,multiclass,2729750608,stable,9.87939,1092.4,2020-02-03T08:48:03,0.0.5
0.738399,0.816771,higgs,0,autogluon_nobag_4h,openml.org/t/146606,,,0.18322899999999998,0.816771,local,11.0,11.0,,binary,2992220835,stable,26.7897,346.0,2020-02-03T08:36:35,0.0.5
0.722833,,Jannis,0,autogluon_nobag_4h,openml.org/t/168330,,0.673816,0.673816,0.673816,local,11.0,11.0,,multiclass,3960134568,stable,1.07342,418.7,2020-02-03T08:36:48,0.0.5
0.822742,0.86877,jasmine,0,autogluon_nobag_4h,openml.org/t/168911,,,0.13122999999999996,0.86877,local,11.0,11.0,,binary,704832640,stable,0.668719,20.0,2020-02-03T08:28:21,0.0.5
0.954485,,jungle_chess_2pcs_raw_endgame_complete,0,autogluon_nobag_4h,openml.org/t/167119,,0.0838653,0.0838653,0.0838653,local,11.0,11.0,,multiclass,116025535,stable,0.220867,1108.5,2020-02-03T08:47:34,0.0.5
0.8862559999999999,0.845234,kc1,0,autogluon_nobag_4h,openml.org/t/3917,,,0.15476599999999996,0.845234,local,11.0,11.0,,binary,1157701436,stable,0.402013,14.4,2020-02-03T08:28:14,0.0.5
0.9822,0.840901,KDDCup09_appetency,0,autogluon_nobag_4h,openml.org/t/3945,,,0.159099,0.840901,local,11.0,11.0,,binary,2265869535,stable,9.73439,1384.7,2020-02-03T08:53:11,0.0.5
0.99375,0.999922,kr-vs-kp,0,autogluon_nobag_4h,openml.org/t/3,,,7.80000000000225e-05,0.999922,local,9.0,9.0,,binary,79345579,stable,0.110405,34.5,2020-02-03T08:28:37,0.0.5
0.97,,mfeat-factors,0,autogluon_nobag_4h,openml.org/t/12,,0.0922185,0.0922185,0.0922185,local,11.0,11.0,,multiclass,3595645808,stable,0.684667,250.5,2020-02-03T08:32:16,0.0.5
0.947874,0.986815,MiniBooNE,0,autogluon_nobag_4h,openml.org/t/168335,,,0.013185000000000002,0.986815,local,11.0,11.0,,binary,3166943335,stable,2.67311,535.0,2020-02-03T08:38:44,0.0.5
0.974471,0.995891,nomao,0,autogluon_nobag_4h,openml.org/t/9977,,,0.004109000000000029,0.995891,local,11.0,11.0,,binary,3771042190,stable,2.69881,120.3,2020-02-03T08:31:36,0.0.5
0.513393,0.519191,numerai28.6,0,autogluon_nobag_4h,openml.org/t/167120,,,0.48080900000000004,0.519191,local,11.0,11.0,,binary,1650913175,stable,12.0445,314.8,2020-02-03T08:35:41,0.0.5
0.907579,0.970052,phoneme,0,autogluon_nobag_4h,openml.org/t/9952,,,0.029947999999999975,0.970052,local,11.0,11.0,,binary,1660442277,stable,0.8193540000000001,34.5,2020-02-03T08:28:46,0.0.5
0.998,0.999792,riccardo,0,autogluon_nobag_4h,openml.org/t/168338,,,0.00020799999999998597,0.999792,local,11.0,11.0,,binary,3953624664,stable,4.26882,1603.3,2020-02-03T09:15:04,0.0.5
0.557,,Robert,0,autogluon_nobag_4h,openml.org/t/168332,,1.2866799999999998,1.2866799999999998,1.2866799999999998,local,11.0,11.0,,multiclass,204763481,stable,32.1579,14477.8,2020-02-03T12:50:16,0.0.5
0.991342,,segment,0,autogluon_nobag_4h,openml.org/t/146822,,0.06553099999999999,0.06553099999999999,0.06553099999999999,local,11.0,11.0,,multiclass,565903812,stable,0.273882,37.6,2020-02-03T08:28:50,0.0.5
0.999655,,Shuttle,0,autogluon_nobag_4h,openml.org/t/146212,,0.000982111,0.000982111,0.000982111,local,11.0,11.0,,multiclass,792994363,stable,0.0305259,442.5,2020-02-03T08:36:53,0.0.5
0.939571,0.982657,sylvine,0,autogluon_nobag_4h,openml.org/t/168912,,,0.017342999999999997,0.982657,local,11.0,11.0,,binary,570394255,stable,0.440575,28.0,2020-02-03T08:28:45,0.0.5
0.847059,,vehicle,0,autogluon_nobag_4h,openml.org/t/53,,0.398856,0.398856,0.398856,local,11.0,11.0,,multiclass,165532290,stable,0.193587,16.6,2020-02-03T08:28:35,0.0.5
0.716515,,Volkert,0,autogluon_nobag_4h,openml.org/t/168331,,0.788499,0.788499,0.788499,local,11.0,11.0,,multiclass,3483061394,stable,6.1535400000000005,923.3,2020-02-03T08:45:59,0.0.5
0.876561,0.932329,adult,0,autogluon_noknn_4h,openml.org/t/7592,,,0.06767100000000004,0.932329,local,9.0,9.0,,binary,4089445026,stable,0.119471,551.5,2020-02-03T08:46:43,0.0.5
0.673057,0.7284579999999999,Airlines,0,autogluon_noknn_4h,openml.org/t/189354,,,0.27154200000000006,0.7284579999999999,local,9.0,9.0,,binary,3501757836,stable,32.579,6095.1,2020-02-03T10:23:42,0.0.5
0.691821,0.76399,Albert,0,autogluon_noknn_4h,openml.org/t/189356,,,0.23601000000000005,0.76399,local,9.0,9.0,,binary,2365868367,stable,0.708803,1615.0,2020-02-03T09:12:58,0.0.5
0.947208,0.873333,Amazon_employee_access,0,autogluon_noknn_4h,openml.org/t/34539,,,0.12666699999999997,0.873333,local,9.0,9.0,,binary,2077488335,stable,0.466711,194.9,2020-02-03T08:40:45,0.0.5
0.994868,0.994847,APSFailure,0,autogluon_noknn_4h,openml.org/t/168868,,,0.005152999999999963,0.994847,local,9.0,9.0,,binary,3051039979,stable,0.160571,267.3,2020-02-03T08:42:31,0.0.5
0.8695649999999999,0.936333,Australian,0,autogluon_noknn_4h,openml.org/t/146818,,,0.06366700000000003,0.936333,local,9.0,9.0,,binary,3554853477,stable,0.0227218,10.2,2020-02-03T08:36:31,0.0.5
0.909332,0.939364,bank-marketing,0,autogluon_noknn_4h,openml.org/t/14965,,,0.06063600000000002,0.939364,local,9.0,9.0,,binary,1831829405,stable,1.7724,411.4,2020-02-03T08:44:33,0.0.5
0.773333,0.7802140000000001,blood-transfusion,0,autogluon_noknn_4h,openml.org/t/10101,,,0.21978599999999993,0.7802140000000001,local,9.0,9.0,,binary,3865164382,stable,0.12639,12.5,2020-02-03T08:36:40,0.0.5
1.0,,car,0,autogluon_noknn_4h,openml.org/t/146821,,0.0012724,0.0012724,0.0012724,local,9.0,9.0,,multiclass,2426809017,stable,0.051080699999999986,87.7,2020-02-03T08:37:59,0.0.5
0.743542,0.836549,christine,0,autogluon_noknn_4h,openml.org/t/168908,,,0.163451,0.836549,local,9.0,9.0,,binary,2355548761,stable,2.57092,176.2,2020-02-03T08:40:28,0.0.5
0.935185,,cnae-9,0,autogluon_noknn_4h,openml.org/t/9981,,0.192438,0.192438,0.192438,local,9.0,9.0,,multiclass,2603167737,stable,1.99842,59.6,2020-02-03T08:37:47,0.0.5
0.8672290000000001,,connect-4,0,autogluon_noknn_4h,openml.org/t/146195,,0.344393,0.344393,0.344393,local,9.0,9.0,,multiclass,3359885447,stable,2.47335,631.6,2020-02-03T08:48:30,0.0.5
0.971705,,Covertype,0,autogluon_noknn_4h,openml.org/t/7593,,0.085749,0.085749,0.085749,local,7.0,7.0,,multiclass,2575772263,stable,110.625,10968.7,2020-02-03T11:49:46,0.0.5
0.77,0.8238099999999999,credit-g,0,autogluon_noknn_4h,openml.org/t/31,,,0.17619000000000007,0.8238099999999999,local,9.0,9.0,,binary,2118731271,stable,0.590472,17.4,2020-02-03T08:36:59,0.0.5
0.987,,dilbert,0,autogluon_noknn_4h,openml.org/t/168909,,0.0554656,0.0554656,0.0554656,local,9.0,9.0,,multiclass,1524478255,stable,0.998233,6605.7,2020-02-03T10:29:09,0.0.5
0.932651,,Dionis,0,autogluon_noknn_4h,openml.org/t/189355,,0.27034,0.27034,0.27034,local,4.0,4.0,,multiclass,43810739,stable,5.9943300000000015,14465.3,2020-02-03T12:48:59,0.0.5
0.73301,,fabert,0,autogluon_noknn_4h,openml.org/t/168910,,0.71804,0.71804,0.71804,local,9.0,9.0,,multiclass,3981267794,stable,1.405,377.3,2020-02-03T08:43:43,0.0.5
0.909286,,Fashion-MNIST,0,autogluon_noknn_4h,openml.org/t/146825,,0.247826,0.247826,0.247826,local,9.0,9.0,,multiclass,3233063756,stable,3.09695,3642.6,2020-02-03T09:41:33,0.0.5
0.848,0.914621,guiellermo,0,autogluon_noknn_4h,openml.org/t/168337,,,0.08537899999999998,0.914621,local,9.0,9.0,,binary,1406848117,stable,6.50597,1222.7,2020-02-03T09:15:33,0.0.5
0.403374,,Helena,0,autogluon_noknn_4h,openml.org/t/168329,,2.47,2.47,2.47,local,5.0,5.0,,multiclass,2524100251,stable,10.3684,1149.8,2020-02-03T08:57:56,0.0.5
